23.051,176.76
29.403,208
52.176,395
2.0583,1.3605
2.0583,1.3605
30.025,228.97
132.16,983.57
23.326,176.25
9.4795,13.908
2.2388,5.202
3.046,94.402
2.0583,1.3605
0.45818,28.018
1.0787,54.098
0.63682,7.3553
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
0.56433,8.9701
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
3.7639,109.5
2.0583,1.3605
0.56275,17.916
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
3.9241,127.29
5.9607,178.94
2.0583,1.3605
2.0583,1.3605
0.52008,22.409
2.0583,1.3605
4.4674,126.33
2.0583,1.3605
2.0583,1.3605
2.0583,1.3605
2.0584,1.3605
2.0584,1.3605
2.0584,1.3605
2.0584,1.3605
2.0584,1.3605
3.9818,101.26
1.0774,44.558
1.0662,43.085
3.3023,87.736
2.4428,87.672
5.9762,159.77
1.9975,72.415
0.35452,20.696
0.58661,6.5645
0.82896,34.601
1.5148,65.272
2.0583,1.3605
2.0584,1.3605
2.0584,1.3605
3.0063,93.9
3.2399,0.16333
3.0036,88.935
2.0584,1.3605
2.0584,1.3605
2.0584,1.3605
2.0584,1.3606
2.0584,1.3605
2.0584,1.3606
2.0584,1.3605
2.0584,1.3606
2.0521,0.30203
2.0584,1.3606
2.0584,1.3606
107.85,22.16
2.0244,78.941
2.0584,1.3606
6.3572,0.31891
6.3572,0.31891
2.0584,1.3606
2.0584,1.3606
2.0584,1.3606
2.0584,1.3606
2.0584,1.3606
2.0584,1.3606
2.0584,1.3606
0.83823,44.829
2.0973,7910.3
4.0865,6515.5
1.9738,90.964
1.9985,37.764
1.6162,17.016
2.4718,311.61
1.6521,1.1974
1.9736,91.788
1.9744,89.191
5.0925,14626
1.5974,1.1078
1.9729,94.329
10.337,24097
22.631,58708
1.9725,69.592
2.8312,2376.1
14.212,33791
3.2425,2473.1
7.3766,20304
4.9167,16185
2.0643,1.3686
17.589,44360
1.9729,94.329
1.9699,106.05
16.177,41524
2.536,67.29
2.5194,1406.6
2.9144,318.75
1.975,87.315
1.9698,94.519
1.9763,75.118
1.9673,117.44
5.3473,9240.1
13.792,35038
1.9726,85.344
0.53563,2847.4
0.67257,4.4414
2.0654,1.3678
10.312,27432
1.9721,97.159
7.583,16353
2.6496,86.167
0.52458,6.2069
0.059802,397.86
2.0653,1.3678
1.9717,98.623
1.9729,94.502
2.5683,79.342
4.3452,121.57
0.40948,27.686
8.2501,24414
0.40871,8.6433
1.9719,97.887
3.2445,450.57
1.9722,96.979
3.3423,94.279
15.435,44564
1.9741,90.313
1.967,119.15
14.282,35460
1.9727,95.2
1.8974,1.5524
2.6195,70.808
1.8974,1.5524
5.9462,6667.2
6.693,12988
9.8518,22877
1.9619,160.73
1.9747,80.671
1.9733,83.419
2.9763,87.441
3.2373,93.804
3.1225,91.651
2.4841,225.38
20.373,53064
3.0642,90.818
2.795,80.958
1.9713,100.5
1.9694,108.36
0.38606,36.396
1.9733,92.961
3.4477,103.48
1.9576,262.41
2.0005,36.534
8.9964,21499
19.496,49810
3.58,117.04
1.9731,93.641
6.1586,13439
3.297,246.93
2.003,33.142
1.9718,98.438
4.7745,15169
4.8729,9561.4
2.5689,66.152
3.5522,96.87
1.9728,95.025
3.4774,100.5
5.6993,12122
1.9704,104.22
1.9714,100.12
3.0105,3185.1
9.8184,19061
2.0005,36.579
3.9909,4484.9
1.9675,4665.6
10.006,22599
13.172,38845
1.8719,6517.3
0.22954,15.671
0.46081,15.015
3.4332,100.84
2.8167,84.034
1.9987,37.648
2.0004,36.639
12.023,28318
0.98138,4179.8
3.6906,123.85
1.9576,241.57
1.974,90.638
4.502,116.2
3.1415,91.981
1.9999,37.435
4.1858,118.23
1.4539,2858.3
1.9752,86.703
1.9577,276.58
0.64979,36.548
1.9575,252.26
14.463,35616
1.559,2693.1
2.1635,75.336
20.715,52618
1.9738,91.457
0.63167,20.532
6.6532,19973
3.9107,2977.3
2.6636,63.24
3.0348,88.602
4.1739,110.76
1.9699,94.329
3.1312,2995.4
3.7962,103.46
2.0268,10.902
14.719,36806
8.695,18057
2.7724,2620.6
1.969,110.09
2.2713,73.073
13.743,40760
2.709,90.106
3.5051,9331.9
3.7033,6041.5
2.7323,3023
4.9581,124.23
1.9732,93.641
1.9783,77.48
4.5129,139.05
0.32596,24.115
1.9735,92.455
2.9436,88.696
15.127,37914
2.4215,165.89
3.9507,109.55
1.9714,89.577
2.0612,1.449
2.8262,95.302
4.4277,7844.8
1.9714,89.577
2.2865,82.126
3.6893,102.7
2.7271,88.531
2.431,890.65
3.3431,91.779
1.9831,65.115
5.7577,12421
3.7013,11500
2.597,73.965
6.3099,13141
6.5285,11244
1.6148,6528.6
2.6422,75.317
1.9727,95.376
0.85628,3863.8
0.67738,2119.9
6.3008,10511
1.9827,66.11
2.4704,403.33
0.26394,75.903
5.1296,10433
0.39525,18.623
2.0619,1.4218
1.8497,18.12
4.1296,159.7
22.316,25.955
3.5524,7661.2
4.0556,203.75
1.9779,71.494
4.8732,7094.2
2.0249,50.209
4.0335,125.91
0.39123,27.299
3.4702,3.5712
1.9711,90.641
4.3552,7243.2
0.27653,14.556
1.6672,544.89
3.9516,594.1
4.272,121.62
0.11533,271.78
1.9667,106.18
1.8811,160.32
4.3237,112.96
0.27691,18.161
1.9728,95.2
3.7635,817.78
3.6436,97.252
8.1145,17006
6.0606,14406
3.5685,117.83
9.6933,19998
4.209,14304
0.15413,595.49
2.4027,0.18947
6.0188,8866.7
1.9576,251.07
2.805,263.37
4.9834,135.74
17.769,44929
4.2704,2874.2
2.0655,1.368
0.89374,386.65
6.7118,10215
1.3351,21.437
1.9692,109.66
2.5531,70.828
6.2645,20280
1.9741,90.638
1.9742,90.475
1.0113,392.86
5.4483,160.44
9.4275,20781
1.9761,84.32
1.0017,97.634
4.346,118.11
14.008,32759
6.4091,13207
2.5153,85.33
2.4992,88.594
3.1053,3938.1
2.3949,208.64
2.9564,3367.3
2.7487,62.18
0.33741,25.847
9.8633,24077
2.762,2174.5
4.2586,2842.3
1.1101,47.937
2.6063,1645.5
0.52291,2145.2
9.9663,23833
4.4213,137.04
1.9689,98.249
2.9764,87.25
1.9906,49.915
10.128,24540
20.163,52505
6.4472,14466
2.7804,227.57
2.8255,7566.3
1.9772,81.064
2.5472,1376.8
1.4421,30.324
4.4618,143.77
0.65648,4.5716
0.35161,27.174
1.6947,68.952
9.366,10.693
0.61657,36.221
4.6386,123.31
2.4066,7243.9
2.836,1009.4
4.7758,14724
0.76796,3249.5
15.712,43614
1.9717,103.47
2.0223,0.4246
16.133,40667
2.888,102.09
1.9686,112.31
16.052,44649
1.9728,85.344
0.97448,2.7376
3.4522,4446.4
2.5602,75.674
2.4058,74.414
0.53177,611.15
7.8159,19576
1.6675,74.273
7.5923,16289
2.5713,78.143
1.9715,100.31
2.5586,68.022
1.3269,54.605
2.8146,97.454
1.9735,83.419
1.9909,2.3432
1.5129,2097.1
0.26938,291.9
1.9699,106.68
2.8199,82.823
2.0611,46.822
1.9693,96.849
2.6816,87.732
0.28451,52.933
3.3232,93.788
4.0274,117.43
9.7008,2.3551
1.9685,112.76
0.50725,14.818
1.9713,101.27
4.2825,14298
4.589,147.48
3.3514,1775.1
2.6416,184.8
1.9731,94.329
5.86,0.1475
2.6227,84.104
1.9694,96.454
1.9714,100.88
4.6989,150.77
2.5752,75.032
3.2353,103.25
1.9703,93.385
1.958,282.5
4.0729,2739.9
3.1957,106.6
1.9725,86.331
3.9396,4371
1.9726,87.271
2.0552,2601.2
4.3937,160.09
1.4894,16.25
1.9591,197.54
2.0016,34.546
2.0641,1.3731
1.8678,23.172
3.4772,2.9209
4.154,113.71
2.0646,1.3687
4.1914,4671
4.5965,122.28
1.958,280.39
1.974,82.018
1.0057,1064.4
1.9757,85.648
13.269,33513
2.2906,75.305
3.1182,152.61
3.8967,112.6
4.2308,1038.5
0.34051,13.473
2.5439,463.46
0.4017,26.185
0.16944,537.51
1.9413,67.769
2.0972,7208.1
1.9693,109.44
2.915,87.532
9.2726,24049
3.5622,4979.3
12.86,29727
1.9804,74.785
1.973,95.025
1.9214,38.355
5.1221,870.27
2.0624,1.409
15.221,44610
1.9721,87.676
3.243,3140.5
1.9723,87
2.0648,1.3676
2.0656,1.3681
2.9659,3092.3
2.0644,1.3699
3.4611,97.097
2.7892,2423.2
1.9734,83.735
1.9724,97.159
1.9664,123.45
2.5881,71.692
0.32756,24.833
3.1458,94.498
2.0065,28.976
0.86096,43.116
2.8135,2194.1
9.7134,20914
1.9504,55.768
1.9702,105.85
1.714,4478.7
17.29,43233
1.9702,105.85
1.9702,105.64
15.137,37339
2.1718,1231.7
4.4511,119.52
1.9748,88.874
2.0656,1.3681
1.9707,103.82
10.276,19910
3.48,98.06
1.958,277.95
1.3447,2.7656
1.9743,90.313
9.7744,21858
1.9675,117.92
1.9727,96.083
0.95301,11.063
12.551,35724
3.7676,102.11
1.9722,98.07
1.7285,64.526
2.4803,117.77
0.52006,31.846
2.8276,2469.9
0.8791,4.1844
2.2824,1031
1.9705,93.012
4.1999,120.6
4.2589,7430.6
1.8687,2.0969
3.0879,2935.4
4.1539,12534
4.4634,8488.7
1.9583,216.34
0.98011,246.14
15.798,40185
19.157,49381
1.9581,225.38
0.42131,28.693
1.958,225.63
0.36865,26.284
1.4001,2.014
2.8161,2336.6
2.6695,1150.3
0.63885,36.74
2.6804,62.449
3.6522,5815.4
3.0971,91.391
19.785,50383
1.97,106.68
0.62982,1595.6
7.6349,19369
3.2574,4227.4
3.4437,103.35
18.214,46200
1.975,88.245
5.3825,10878
1.3836,2247.5
1.9675,118.17
17.313,43746
6.4295,20739
1.9725,3538.3
2.4235,227.34
4.1059,3258.5
0.25419,1626.6
1.6328,2961.9
15.845,44273
8.1376,20715
4.3829,5789.6
2.6701,68.259
2.9455,2429
1.9713,101.46
3.2735,92.833
10.043,24259
3.7701,405.57
2.0643,1.3721
2.6839,70.868
2.6944,67.973
4.1929,114.5
22.209,56783
1.9815,63.518
1.9719,88.705
1.9758,85.648
2.179,75.869
0.61563,35.708
19.872,50193
3.2432,705.47
1.976,85.053
1.9737,92.623
0.28367,21.476
1.9699,107.3
21.001,57667
3.4084,230.73
2.0075,27.415
4.4118,5720.4
0.19737,42.044
1.9771,81.755
3.6775,118.89
2.5157,202.03
10.937,32962
2.9897,101.48
0.64235,3194.3
2.0142,19.956
4.5009,140.57
0.50336,12.727
1.9735,83.735
4.0072,124.33
21.891,55413
1.9775,80.517
1.973,95.025
5.2893,160.79
1.958,233.66
1.9714,101.27
1.958,234.46
2.5671,70.247
3.7284,198.17
8.2517,18331
1.9718,99.742
3.1659,493.55
10.458,22995
0.47823,32.892
2.1895,72.975
14.203,35545
3.3387,110.64
0.27819,21.017
0.5682,5.4586
4.6836,7111.1
13.736,33576
2.0627,1.4035
1.8698,64.715
1.9692,110.31
12.85,37860
1.9738,82.947
2.5355,8570.9
15.181,37281
19.021,48805
2.0024,33.017
8.7811,27274
0.47455,7.348
3.3391,215.58
2.6712,1941.3
0.34362,25.123
2.0011,36.103
5.6205,17401
1.5419,23.121
1.9751,79.175
5.0348,9213.9
2.6688,1848.1
0.42087,7.6007
1.9695,109.22
2.4025,64.634
3.8642,114.4
17.534,50983
1.9792,68.83
1.958,227.41
5.5276,9950.3
5.3653,2227.3
1.9729,95.728
18.13,45064
1.9586,210.54
1.9702,106.05
2.1293,4637.5
2.0636,1.3826
22.173,56063
10.066,24400
2.0616,1.4474
5.3994,138.59
1.9624,1.3374
2.6064,153.02
4.5101,141.65
3.6133,103.61
2.556,68.964
1.5176,20.546
4.6429,127.72
0.42519,32.753
1.9725,97.34
1.9744,81.406
1.9686,100.09
1.9794,75.223
3.2615,94.945
4.6136,127.11
0.35941,25.919
2.8484,87.263
0.59883,35.315
2.0648,1.3687
1.9722,98.253
3.0898,90.055
8.5021,19061
1.5806,3116.4
0.57098,35.127
1.9706,104.82
2.0642,1.3739
4.3728,118.82
2.1888,59.71
2.0009,36.459
2.5637,81.318
1.6943,214.49
1.9734,84.212
1.9581,279.34
1.9735,93.641
1.9737,92.792
1.9774,80.927
3.2688,11102
5.8453,12673
2.6502,118.56
4.1386,1872.3
21.885,56391
2.0722,161.17
99.373,37.957
2.5488,67.56
1.9721,88.188
1.9716,100.88
3.4617,10197
1.9675,124.29
0.45669,32.03
6.3954,18596
1.973,85.507
3.3802,4681.8
1.9715,101.27
2.9222,2958.4
7.3998,20983
4.0792,6155.2
3.4365,5092.6
3.9876,4841.2
2.5925,78.841
1.9673,119.89
1.1279,48.46
2.5666,76.348
1.9725,97.159
1.44,3286.7
0.95381,101.37
15.568,42373
8.8344,21217
0.97257,46.276
0.91621,2.9655
1.977,74.318
13.948,40110
2.9376,85.677
0.61395,2903.1
2.0039,31.81
1.9725,97.522
0.26227,19.479
0.86987,2131.8
0.25474,17.093
7.5803,20933
